                                                                                                             14 May 2023 19:43:56
Civil Air Patrol Use Only
Satellite-CircularSat:  LLA Position


       Time (UTCG)          Lat (deg)    Lon (deg)     Alt (km)     Lat Rate (deg/sec)    Lon Rate (deg/sec)    Alt Rate (km/sec)
12 May 2023 16:02:00.000      -35.406       44.699    507.140358             -0.037851              0.058186             0.013308
12 May 2023 16:03:00.000      -37.618       48.298    507.928038             -0.035770              0.061825             0.012884
12 May 2023 16:04:00.000      -39.696       52.125    508.683392             -0.033394              0.065739             0.012233
12 May 2023 16:05:00.000      -41.623       56.193    509.393125             -0.030696              0.069866             0.011367
12 May 2023 16:06:00.000      -43.377       60.513    510.044757             -0.027656              0.074110             0.010301
12 May 2023 16:07:00.000      -44.938       65.088    510.626841             -0.024259              0.078336             0.009054
12 May 2023 16:08:00.000      -46.284       69.912    511.129158             -0.020506              0.082368             0.007648
12 May 2023 16:09:00.000      -47.394       74.968    511.542897             -0.016414              0.085999             0.006109
12 May 2023 16:10:00.000      -48.249       80.223    511.860803             -0.012022              0.089002             0.004462
12 May 2023 16:11:00.000      -48.833       85.635    512.077305             -0.007392              0.091166             0.002737
12 May 2023 16:12:00.000      -49.134       91.148    512.188612             -0.002607              0.092317             0.000964
12 May 2023 16:13:00.000      -49.145       96.696    512.192772              0.002233              0.092361            -0.000826
12 May 2023 16:14:00.000      -48.867      102.213    512.089714              0.007026              0.091293            -0.002601
12 May 2023 16:15:00.000      -48.304      107.635    511.881242              0.011671              0.089202            -0.004331
12 May 2023 16:16:00.000      -47.470      112.905    511.571009              0.016084              0.086256            -0.005985
12 May 2023 16:17:00.000      -46.378      117.977    511.164450              0.020201              0.082666            -0.007534
12 May 2023 16:18:00.000      -45.050      122.820    510.668694              0.023981              0.078657            -0.008951
12 May 2023 16:19:00.000      -43.505      127.415    510.092437              0.027406              0.074440            -0.010210
12 May 2023 16:20:00.000      -41.765      131.754    509.445794              0.030473              0.070192            -0.011291
12 May 2023 16:21:00.000      -39.851      135.842    508.740125              0.033197              0.066052            -0.012173
12 May 2023 16:22:00.000      -37.784      139.686    507.987837              0.035597              0.062119            -0.012841
12 May 2023 16:23:00.000      -35.581      143.303    507.202169              0.037700              0.058457            -0.013283
12 May 2023 16:24:00.000      -33.261      146.708    506.396961              0.039533              0.055102            -0.013491
12 May 2023 16:25:00.000      -30.837      149.921    505.586412              0.041124              0.052070            -0.013461
12 May 2023 16:26:00.000      -28.325      152.963    504.784829              0.042499              0.049363            -0.013193
12 May 2023 16:27:00.000      -25.736      155.851    504.006375              0.043681              0.046973            -0.012691
12 May 2023 16:28:00.000      -23.082      158.605    503.264820              0.044690              0.044887            -0.011966
12 May 2023 16:29:00.000      -20.371      161.242    502.573291              0.045544              0.043091            -0.011028
12 May 2023 16:30:00.000      -17.614      163.780    501.944043              0.046259              0.041567            -0.009895
12 May 2023 16:31:00.000      -14.817      166.234    501.388236              0.046846              0.040300            -0.008586
12 May 2023 16:32:00.000      -11.989      168.619    500.915735              0.047315              0.039278            -0.007125
12 May 2023 16:33:00.000       -9.136      170.950    500.534931              0.047676              0.038488            -0.005537
12 May 2023 16:34:00.000       -6.264      173.240    500.252591              0.047934              0.037920            -0.003851
12 May 2023 16:35:00.000       -3.380      175.503    500.073735              0.048093              0.037569            -0.002096
12 May 2023 16:36:00.000       -0.489      177.751    500.001544              0.048157              0.037428            -0.000304
12 May 2023 16:37:00.000        2.403      179.997    500.037300              0.048125              0.037498             0.001493
12 May 2023 16:38:00.000        5.290     -177.747    500.180369              0.047999              0.037778             0.003264
12 May 2023 16:39:00.000        8.167     -175.468    500.428206              0.047775              0.038271             0.004977
12 May 2023 16:40:00.000       11.027     -173.152    500.776404              0.047449              0.038986             0.006601
12 May 2023 16:41:00.000       13.864     -170.787    501.218775              0.047017              0.039928             0.008108
12 May 2023 16:42:00.000       16.672     -168.358    501.747461              0.046471              0.041111             0.009471
12 May 2023 16:43:00.000       19.444     -165.850    502.353076              0.045801              0.042546             0.010666
12 May 2023 16:44:00.000       22.171     -163.248    503.024876              0.044996              0.044249             0.011672
12 May 2023 16:45:00.000       24.846     -160.536    503.750955              0.044041              0.046235             0.012471
12 May 2023 16:46:00.000       27.458     -157.695    504.518451              0.042919              0.048520             0.013049
12 May 2023 16:47:00.000       29.998     -154.707    505.313788              0.041612              0.051119             0.013396
12 May 2023 16:48:00.000       32.452     -151.554    506.122905              0.040097              0.054041             0.013507
12 May 2023 16:49:00.000       34.809     -148.216    506.931517              0.038348              0.057287             0.013380
12 May 2023 16:50:00.000       37.054     -144.673    507.725360              0.036339              0.060848             0.013016
12 May 2023 16:51:00.000       39.169     -140.908    508.490445              0.034043              0.064696             0.012424
12 May 2023 16:52:00.000       41.137     -136.904    509.213304              0.031431              0.068775             0.011612
12 May 2023 16:53:00.000       42.938     -132.650    509.881224              0.028482              0.073000             0.010597
12 May 2023 16:54:00.000       44.551     -128.141    510.482467              0.025179              0.077246             0.009395
12 May 2023 16:55:00.000       45.955     -123.380    511.006477              0.021518              0.081347             0.008029
12 May 2023 16:56:00.000       47.129     -118.383    511.444060              0.017511              0.085104             0.006521
12 May 2023 16:57:00.000       48.052     -113.175    511.787543              0.013192              0.088293             0.004900
12 May 2023 16:58:00.000       48.708     -107.799    512.030906              0.008617              0.090694             0.003192
12 May 2023 16:59:00.000       49.083     -102.307    512.169886              0.003863              0.092122             0.001429
12 May 2023 17:00:00.000       49.170      -96.762    512.202047             -0.000972              0.092458            -0.000360
12 May 2023 17:01:00.000       48.967      -91.230    512.126828             -0.005787              0.091675            -0.002142
12 May 2023 17:02:00.000       48.478      -85.777    511.945545             -0.010480              0.089837            -0.003886
12 May 2023 17:03:00.000       47.713      -80.463    511.661374             -0.014960              0.087095            -0.005563
12 May 2023 17:04:00.000       46.686      -75.336    511.279294             -0.019159              0.083651            -0.007142
12 May 2023 17:05:00.000       45.418      -70.431    510.806003             -0.023030              0.079730            -0.008596
12 May 2023 17:06:00.000       43.927      -65.770    510.249801             -0.026548              0.075548            -0.009899
12 May 2023 17:07:00.000       42.236      -61.364    509.620451             -0.029708              0.071293            -0.011028
12 May 2023 17:08:00.000       40.365      -57.212    508.929005             -0.032519              0.067114            -0.011963
12 May 2023 17:09:00.000       38.336      -53.305    508.187618             -0.035001              0.063120            -0.012688
12 May 2023 17:10:00.000       36.167      -49.631    507.409335             -0.037179              0.059382            -0.013190
12 May 2023 17:11:00.000       33.876      -46.172    506.607861             -0.039080              0.055945            -0.013459
12 May 2023 17:12:00.000       31.478      -42.911    505.797325             -0.040732              0.052828            -0.013491
12 May 2023 17:13:00.000       28.988      -39.827    504.992031             -0.042161              0.050037            -0.013285
12 May 2023 17:14:00.000       26.418      -36.900    504.206204             -0.043391              0.047566            -0.012844
12 May 2023 17:15:00.000       23.779      -34.113    503.453739             -0.044443              0.045402            -0.012176
12 May 2023 17:16:00.000       21.082      -31.447    502.747955             -0.045336              0.043532            -0.011292
12 May 2023 17:17:00.000       18.336      -28.885    502.101356             -0.046085              0.041938            -0.010208
12 May 2023 17:18:00.000       15.549      -26.411    501.525407             -0.046704              0.040606            -0.008943
12 May 2023 17:19:00.000       12.728      -24.009    501.030329             -0.047204              0.039522            -0.007519
12 May 2023 17:20:00.000        9.881      -21.665    500.624912             -0.047592              0.038672            -0.005961
12 May 2023 17:21:00.000        7.014      -19.366    500.316360             -0.047877              0.038047            -0.004298
12 May 2023 17:22:00.000        4.132      -17.097    500.110159             -0.048061              0.037640            -0.002558
12 May 2023 17:23:00.000        1.242      -14.847    500.009973             -0.048149              0.037445            -0.000773
12 May 2023 17:24:00.000       -1.650      -12.601    500.017586             -0.048143              0.037459             0.001026
12 May 2023 17:25:00.000       -4.539      -10.349    500.132862             -0.048041              0.037684             0.002807
12 May 2023 17:26:00.000       -7.419       -8.077    500.353750             -0.047843              0.038122             0.004538
12 May 2023 17:27:00.000      -10.284       -5.772    500.676324             -0.047544              0.038778             0.006188
12 May 2023 17:28:00.000      -13.128       -3.421    501.094849             -0.047140              0.039660             0.007728
12 May 2023 17:29:00.000      -15.944       -1.010    501.601889             -0.046625              0.040779             0.009131
12 May 2023 17:30:00.000      -18.726        1.476    502.188443             -0.045988              0.042147             0.010372
12 May 2023 17:31:00.000      -21.465        4.052    502.844102             -0.045219              0.043778             0.011429
12 May 2023 17:32:00.000      -24.155        6.734    503.557241             -0.044305              0.045689             0.012283
12 May 2023 17:33:00.000      -26.784        9.539    504.315229             -0.043229              0.047895             0.012920
12 May 2023 17:34:00.000      -29.344       12.487    505.104651             -0.041972              0.050411             0.013329
12 May 2023 17:35:00.000      -31.822       15.595    505.911549             -0.040513              0.053248             0.013501
12 May 2023 17:36:00.000      -34.205       18.883    506.721672             -0.038828              0.056410             0.013436
12 May 2023 17:37:00.000      -36.481       22.371    507.520727             -0.036889              0.059891             0.013133
12 May 2023 17:38:00.000      -38.631       26.077    508.294628             -0.034670              0.063668             0.012600
12 May 2023 17:39:00.000      -40.639       30.017    509.029749             -0.032143              0.067694             0.011844
12 May 2023 17:40:00.000      -42.485       34.205    509.713157             -0.029284              0.071891             0.010880
12 May 2023 17:41:00.000      -44.150       38.647    510.332842             -0.026074              0.076146             0.009725
12 May 2023 17:42:00.000      -45.610       43.343    510.877919             -0.022506              0.080303             0.008399
12 May 2023 17:43:00.000      -46.846       48.281    511.338825             -0.018587              0.084171             0.006926
12 May 2023 17:44:00.000      -47.837       53.437    511.707476             -0.014345              0.087529             0.005332
12 May 2023 17:45:00.000      -48.564       58.774    511.977410             -0.009829              0.090155             0.003644
12 May 2023 17:46:00.000      -49.013       64.242    512.143897             -0.005114              0.091851             0.001892
12 May 2023 17:47:00.000      -49.176       69.779    512.204022             -0.000290              0.092479             0.000107
12 May 2023 17:48:00.000      -49.048       75.321    512.156732              0.004541              0.091985            -0.001680
12 May 2023 17:49:00.000      -48.632       80.801    512.002853              0.009274              0.090410            -0.003437
12 May 2023 17:50:00.000      -47.938       86.156    511.745083              0.013818              0.087886            -0.005134
12 May 2023 17:51:00.000      -46.978       91.336    511.387937              0.018096              0.084604            -0.006741
12 May 2023 17:52:00.000      -45.770       96.301    510.937674              0.022055              0.080785            -0.008230
12 May 2023 17:53:00.000      -44.336      101.027    510.402192              0.025666              0.076652            -0.009575
12 May 2023 17:54:00.000      -42.695      105.500    509.790886              0.028919              0.072400            -0.010752
12 May 2023 17:55:00.000      -40.869      109.718    509.114490              0.031819              0.068189            -0.011739
12 May 2023 17:56:00.000      -38.879      113.688    508.384891              0.034385              0.064138            -0.012521
12 May 2023 17:57:00.000      -36.745      117.421    507.614924              0.036639              0.060328            -0.013082
12 May 2023 17:58:00.000      -34.484      120.934    506.818144              0.038609              0.056810            -0.013412
12 May 2023 17:59:00.000      -32.112      124.245    506.008594              0.040324              0.053609            -0.013506
12 May 2023 18:00:00.000      -29.645      127.373    505.200557              0.041808              0.050733            -0.013362
12 May 2023 18:01:00.000      -27.094      130.339    504.408301              0.043088              0.048180            -0.012981
12 May 2023 18:02:00.000      -24.473      133.161    503.645832              0.044185              0.045937            -0.012371
12 May 2023 18:03:00.000      -21.790      135.856    502.926643              0.045118              0.043992            -0.011542
12 May 2023 18:04:00.000      -19.056      138.444    502.263473              0.045903              0.042328            -0.010509
12 May 2023 18:05:00.000      -16.279      140.940    501.668077              0.046555              0.040929            -0.009289
12 May 2023 18:06:00.000      -13.466      143.359    501.151019              0.047085              0.039781            -0.007904
12 May 2023 18:07:00.000      -10.625      145.717    500.721479              0.047501              0.038871            -0.006379
12 May 2023 18:08:00.000       -7.762      148.026    500.387088              0.047812              0.038189            -0.004740
12 May 2023 18:09:00.000       -4.884      150.302    500.153790              0.048022              0.037725            -0.003017
12 May 2023 18:10:00.000       -1.996      152.556    500.025732              0.048136              0.037475            -0.001241
12 May 2023 18:11:00.000        0.896      154.801    500.005192              0.048154              0.037435             0.000558
12 May 2023 18:12:00.000        3.787      157.050    500.092535              0.048077              0.037605             0.002346
12 May 2023 18:13:00.000        6.669      159.316    500.286208              0.047904              0.037987             0.004093
12 May 2023 18:14:00.000        9.539      161.611    500.582767              0.047632              0.038585             0.005767
12 May 2023 18:15:00.000       12.389      163.949    500.976940              0.047256              0.039408             0.007339
12 May 2023 18:16:00.000       15.213      166.343    501.461724              0.046770              0.040464             0.008780
12 May 2023 18:17:00.000       18.005      168.808    502.028508              0.046166              0.041765             0.010066
12 May 2023 18:18:00.000       20.756      171.359    502.667235              0.045433              0.043327             0.011172
12 May 2023 18:19:00.000       23.459      174.011    503.366577              0.044558              0.045163             0.012081
12 May 2023 18:20:00.000       26.105      176.783    504.114144              0.043526              0.047291             0.012776
12 May 2023 18:21:00.000       28.684      179.692    504.896702              0.042318              0.049725             0.013245
12 May 2023 18:22:00.000       31.185     -177.244    505.700412              0.040914              0.052477             0.013479
12 May 2023 18:23:00.000       33.594     -174.005    506.511075              0.039290              0.055555             0.013476
12 May 2023 18:24:00.000       35.899     -170.571    507.314383              0.037420              0.058955             0.013235
12 May 2023 18:25:00.000       38.084     -166.923    508.096174              0.035277              0.062658             0.012760
12 May 2023 18:26:00.000       40.131     -163.045    508.842677              0.032833              0.066625             0.012061
12 May 2023 18:27:00.000       42.021     -158.923    509.540758              0.030062              0.070787             0.011150
12 May 2023 18:28:00.000       43.735     -154.547    510.178144              0.026945              0.075040             0.010043
12 May 2023 18:29:00.000       45.251     -149.917    510.743640              0.023470              0.079239             0.008760
12 May 2023 18:30:00.000       46.547     -145.040    511.227319              0.019641              0.083203             0.007323
12 May 2023 18:31:00.000       47.603     -139.938    511.620698              0.015479              0.086716             0.005757
12 May 2023 18:32:00.000       48.400     -134.644    511.916881              0.011028              0.089553             0.004091
12 May 2023 18:33:00.000       48.923     -129.205    512.110678              0.006357              0.091508             0.002353
12 May 2023 18:34:00.000       49.161     -123.679    512.198695              0.001552              0.092423             0.000574
12 May 2023 18:35:00.000       49.109     -118.132    512.179389             -0.003287              0.092221            -0.001216
12 May 2023 18:36:00.000       48.768     -112.630    512.053098             -0.008055              0.090919            -0.002984
12 May 2023 18:37:00.000       48.145     -107.237    511.822036             -0.012657              0.088625            -0.004699
12 May 2023 18:38:00.000       47.253     -102.007    511.490249             -0.017010              0.085520            -0.006333
12 May 2023 18:39:00.000       46.108      -96.982    511.063553             -0.021056              0.081819            -0.007855
12 May 2023 18:40:00.000       44.730      -92.192    510.549428             -0.024760              0.077748            -0.009240
12 May 2023 18:41:00.000       43.141      -87.653    509.956895             -0.028106              0.073510            -0.010462
12 May 2023 18:42:00.000       41.361      -83.369    509.296357             -0.031097              0.069275            -0.011501
12 May 2023 18:43:00.000       39.412      -79.336    508.579420             -0.033747              0.065173            -0.012338
12 May 2023 18:44:00.000       37.314      -75.542    507.818690             -0.036080              0.061294            -0.012957
12 May 2023 18:45:00.000       35.084      -71.974    507.027559             -0.038122              0.057697            -0.013349
12 May 2023 18:46:00.000       32.740      -68.612    506.219966             -0.039900              0.054412            -0.013505
12 May 2023 18:47:00.000       30.296      -65.438    505.410155             -0.041442              0.051451            -0.013422
12 May 2023 18:48:00.000       27.766      -62.431    504.612422             -0.042773              0.048814            -0.013103
12 May 2023 18:49:00.000       25.162      -59.574    503.840868             -0.043916              0.046492            -0.012552
12 May 2023 18:50:00.000       22.494      -56.847    503.109140             -0.044889              0.044471            -0.011779
12 May 2023 18:51:00.000       19.773      -54.233    502.430197             -0.045712              0.042735            -0.010797
12 May 2023 18:52:00.000       17.006      -51.715    501.816072             -0.046397              0.041269            -0.009623
12 May 2023 18:53:00.000       14.202      -49.277    501.277659             -0.046958              0.040057            -0.008279
12 May 2023 18:54:00.000       11.368      -46.905    500.824514             -0.047403              0.039086            -0.006788
12 May 2023 18:55:00.000        8.510      -44.584    500.464688             -0.047741              0.038345            -0.005176
12 May 2023 18:56:00.000        5.635      -42.301    500.204575             -0.047977              0.037825            -0.003473
12 May 2023 18:57:00.000        2.749      -40.042    500.048800             -0.048115              0.037520            -0.001707
12 May 2023 18:58:00.000       -0.143      -37.796    500.000132             -0.048158              0.037426             0.000089
12 May 2023 18:59:00.000       -3.034      -35.549    500.059437             -0.048106              0.037541             0.001883
12 May 2023 19:00:00.000       -5.919      -33.289    500.225661             -0.047958              0.037867             0.003644
12 May 2023 19:01:00.000       -8.793      -31.003    500.495847             -0.047712              0.038408             0.005340
12 May 2023 19:02:00.000      -11.649      -28.677    500.865192             -0.047364              0.039171             0.006941
12 May 2023 19:03:00.000      -14.480      -26.299    501.327133             -0.046908              0.040166             0.008419
12 May 2023 19:04:00.000      -17.281      -23.854    501.873464             -0.046335              0.041402             0.009747
12 May 2023 19:05:00.000      -20.043      -21.327    502.494489             -0.045637              0.042894             0.010902
12 May 2023 19:06:00.000      -22.760      -18.703    503.179192             -0.044800              0.044657             0.011864
12 May 2023 19:07:00.000      -25.422      -15.964    503.915438             -0.043811              0.046708             0.012616
12 May 2023 19:08:00.000      -28.019      -13.093    504.690192             -0.042651              0.049060             0.013145
12 May 2023 19:09:00.000      -30.541      -10.071    505.489748             -0.041300              0.051729             0.013441
12 May 2023 19:10:00.000      -32.976       -6.879    506.299977             -0.039736              0.054722             0.013500
12 May 2023 19:11:00.000      -35.310       -3.498    507.106577             -0.037933              0.058038             0.013320
12 May 2023 19:12:00.000      -37.527        0.092    507.895321             -0.035863              0.061665             0.012906
12 May 2023 19:13:00.000      -39.612        3.909    508.652314             -0.033500              0.065569             0.012265
12 May 2023 19:14:00.000      -41.545        7.966    509.364233             -0.030817              0.069688             0.011407
12 May 2023 19:15:00.000      -43.306       12.276    510.018560             -0.027791              0.073930             0.010350
12 May 2023 19:16:00.000      -44.876       16.840    510.603798             -0.024410              0.078160             0.009110
12 May 2023 19:17:00.000      -46.231       21.654    511.109673             -0.020672              0.082204             0.007711
12 May 2023 19:18:00.000      -47.352       26.700    511.527312             -0.016593              0.085856             0.006176
12 May 2023 19:19:00.000      -48.219       31.949    511.849392             -0.012212              0.088891             0.004533
12 May 2023 19:20:00.000      -48.814       37.355    512.070268             -0.007591              0.091094             0.002811
12 May 2023 19:21:00.000      -49.127       42.864    512.186071             -0.002811              0.092291             0.001040
12 May 2023 19:22:00.000      -49.151       48.412    512.194772              0.002029              0.092382            -0.000750
12 May 2023 19:23:00.000      -48.884       53.932    512.096220              0.006825              0.091359            -0.002527
12 May 2023 19:24:00.000      -48.334       59.359    511.892141              0.011479              0.089309            -0.004259
12 May 2023 19:25:00.000      -47.510       64.636    511.586109              0.015903              0.086395            -0.005917
12 May 2023 19:26:00.000      -46.429       69.718    511.183487              0.020034              0.082828            -0.007471
12 May 2023 19:27:00.000      -45.110       74.571    510.691334              0.023829              0.078832            -0.008894
12 May 2023 19:28:00.000      -43.574       79.176    510.118282              0.027268              0.074620            -0.010161
12 May 2023 19:29:00.000      -41.842       83.527    509.474391              0.030351              0.070370            -0.011249
12 May 2023 19:30:00.000      -39.935       87.625    508.770971              0.033088              0.066223            -0.012140
12 May 2023 19:31:00.000      -37.874       91.479    508.020390              0.035501              0.062280            -0.012817
12 May 2023 19:32:00.000      -35.677       95.105    507.235855              0.037616              0.058605            -0.013269
12 May 2023 19:33:00.000      -33.361       98.519    506.431187              0.039461              0.055237            -0.013487
12 May 2023 19:34:00.000      -30.942      101.740    505.620574              0.041062              0.052191            -0.013467
12 May 2023 19:35:00.000      -28.433      104.788    504.818324              0.042445              0.049471            -0.013209
12 May 2023 19:36:00.000      -25.847      107.682    504.038611              0.043635              0.047068            -0.012717
12 May 2023 19:37:00.000      -23.195      110.442    503.295225              0.044651              0.044969            -0.012001
12 May 2023 19:38:00.000      -20.487      113.083    502.601328              0.045511              0.043161            -0.011072
12 May 2023 19:39:00.000      -17.731      115.625    501.969215              0.046231              0.041626            -0.009946
12 May 2023 19:40:00.000      -14.936      118.082    501.410096              0.046823              0.040349            -0.008645
12 May 2023 19:41:00.000      -12.109      120.470    500.933894              0.047298              0.039316            -0.007189
12 May 2023 19:42:00.000       -9.257      122.803    500.549068              0.047663              0.038517            -0.005606
12 May 2023 19:43:00.000       -6.385      125.095    500.262455              0.047925              0.037940            -0.003924
12 May 2023 19:44:00.000       -3.502      127.358    500.079149              0.048089              0.037579            -0.002171
12 May 2023 19:45:00.000       -0.611      129.607    500.002412              0.048156              0.037430            -0.000380
12 May 2023 19:46:00.000        2.281      131.852    500.033608              0.048129              0.037490             0.001418
12 May 2023 19:47:00.000        5.168      134.108    500.172181              0.048006              0.037761             0.003190
12 May 2023 19:48:00.000        8.046      136.386    500.415668              0.047786              0.038246             0.004906
12 May 2023 19:49:00.000       10.906      138.700    500.759739              0.047465              0.038951             0.006535
12 May 2023 19:50:00.000       13.745      141.063    501.198280              0.047038              0.039884             0.008047
12 May 2023 19:51:00.000       16.554      143.489    501.723499              0.046496              0.041056             0.009417
12 May 2023 19:52:00.000       19.328      145.993    502.326072              0.045832              0.042480             0.010619
12 May 2023 19:53:00.000       22.057      148.591    502.995310              0.045032              0.044171             0.011633
12 May 2023 19:54:00.000       24.734      151.298    503.719350              0.044084              0.046145             0.012441
12 May 2023 19:55:00.000       27.349      154.133    504.485367              0.042970              0.048417             0.013029
12 May 2023 19:56:00.000       29.892      157.114    505.279809              0.041671              0.051003             0.013387
12 May 2023 19:57:00.000       32.351      160.260    506.088633              0.040165              0.053910             0.013507
12 May 2023 19:58:00.000       34.712      163.590    506.897556              0.038427              0.057143             0.013390
12 May 2023 19:59:00.000       36.961      167.124    507.692309              0.036430              0.060692             0.013036
12 May 2023 20:00:00.000       39.082      170.879    508.458886              0.034146              0.064528             0.012453
12 May 2023 20:01:00.000       41.057      174.873    509.183792              0.031548              0.068599             0.011651
12 May 2023 20:02:00.000       42.865      179.116    509.854278              0.028614              0.072820             0.010644
12 May 2023 20:03:00.000       44.487     -176.386    510.458560              0.025326              0.077068             0.009449
12 May 2023 20:04:00.000       45.900     -171.636    510.986029              0.021680              0.081180             0.008089
12 May 2023 20:05:00.000       47.084     -166.648    511.427430              0.017687              0.084955             0.006588
12 May 2023 20:06:00.000       48.018     -161.448    511.775022              0.013380              0.088172             0.004970
12 May 2023 20:07:00.000       48.686     -156.078    512.022714              0.008814              0.090611             0.003266
12 May 2023 20:08:00.000       49.073     -150.590    512.166165              0.004067              0.092083             0.001504
12 May 2023 20:09:00.000       49.173     -145.046    512.202864             -0.000768              0.092467            -0.000284
12 May 2023 20:10:00.000       48.982     -139.512    512.132168             -0.005586              0.091730            -0.002067
12 May 2023 20:11:00.000       48.504     -134.055    511.955315             -0.010285              0.089934            -0.003814
12 May 2023 20:12:00.000       47.750     -128.734    511.675402             -0.014776              0.087227            -0.005494
12 May 2023 20:13:00.000       46.735     -123.598    511.297334             -0.018988              0.083808            -0.007077
12 May 2023 20:14:00.000       45.476     -118.683    510.827739             -0.022874              0.079903            -0.008537
12 May 2023 20:15:00.000       43.994     -114.012    510.274852             -0.026407              0.075728            -0.009847
12 May 2023 20:16:00.000       42.311     -109.594    509.648377             -0.029582              0.071472            -0.010984
12 May 2023 20:17:00.000       40.448     -105.431    508.959316             -0.032407              0.067287            -0.011928
12 May 2023 20:18:00.000       38.425     -101.515    508.219780             -0.034902              0.063283            -0.012662
12 May 2023 20:19:00.000       36.261      -97.831    507.442782             -0.037092              0.059534            -0.013174
12 May 2023 20:20:00.000       33.975      -94.364    506.642004             -0.039005              0.056084            -0.013453
12 May 2023 20:21:00.000       31.581      -91.094    505.831562             -0.040667              0.052953            -0.013495
12 May 2023 20:22:00.000       29.094      -88.003    505.025757             -0.042104              0.050149            -0.013299
12 May 2023 20:23:00.000       26.528      -85.070    504.238823             -0.043342              0.047664            -0.012867
12 May 2023 20:24:00.000       23.892      -82.278    503.484675             -0.044402              0.045488            -0.012208
12 May 2023 20:25:00.000       21.197      -79.607    502.776659             -0.045301              0.043605            -0.011333
12 May 2023 20:26:00.000       18.453      -77.041    502.127320             -0.046056              0.042000            -0.010257
12 May 2023 20:27:00.000       15.667      -74.563    501.548170             -0.046681              0.040658            -0.009000
12 May 2023 20:28:00.000       12.848      -72.158    501.049487             -0.047185              0.039563            -0.007582
12 May 2023 20:29:00.000       10.002      -69.812    500.640125             -0.047578              0.038703            -0.006030
12 May 2023 20:30:00.000        7.135      -67.511    500.327357             -0.047867              0.038069            -0.004370
12 May 2023 20:31:00.000        4.254      -65.242    500.116744             -0.048055              0.037653            -0.002633
12 May 2023 20:32:00.000        1.365      -62.991    500.012031             -0.048148              0.037449            -0.000849
12 May 2023 20:33:00.000       -1.528      -60.746    500.015079             -0.048145              0.037454             0.000950
12 May 2023 20:34:00.000       -4.417      -58.494    500.125834             -0.048047              0.037670             0.002732
12 May 2023 20:35:00.000       -7.297      -56.223    500.342328             -0.047853              0.038099             0.004466
12 May 2023 20:36:00.000      -10.163      -53.920    500.660709             -0.047559              0.038746             0.006120
12 May 2023 20:37:00.000      -13.008      -51.571    501.075319             -0.047160              0.039618             0.007666
12 May 2023 20:38:00.000      -15.826      -49.162    501.578792             -0.046649              0.040727             0.009075
12 May 2023 20:39:00.000      -18.609      -46.680    502.162188             -0.046017              0.042084             0.010323
12 May 2023 20:40:00.000      -21.351      -44.108    502.815155             -0.045254              0.043704             0.011388
12 May 2023 20:41:00.000      -24.042      -41.431    503.526115             -0.044346              0.045602             0.012252
12 May 2023 20:42:00.000      -26.674      -38.631    504.282475             -0.043278              0.047796             0.012898
12 May 2023 20:43:00.000      -29.237      -35.690    505.070848             -0.042029              0.050298             0.013316
12 May 2023 20:44:00.000      -31.719      -32.589    505.877295             -0.040579              0.053121             0.013499
12 May 2023 20:45:00.000      -34.107      -29.309    506.687572             -0.038904              0.056270             0.013443
12 May 2023 20:46:00.000      -36.387      -25.830    507.487381             -0.036977              0.059738             0.013151
12 May 2023 20:47:00.000      -38.543      -22.134    508.262625             -0.034770              0.063503             0.012627
12 May 2023 20:48:00.000      -40.557      -18.204    508.999652             -0.032257              0.067520             0.011880
12 May 2023 20:49:00.000      -42.411      -14.026    509.685495             -0.029412              0.071712             0.010925
12 May 2023 20:50:00.000      -44.083       -9.595    510.308100             -0.026217              0.075967             0.009777
12 May 2023 20:51:00.000      -45.553       -4.909    510.856533             -0.022664              0.080132             0.008458
12 May 2023 20:52:00.000      -46.799        0.019    511.321170             -0.018759              0.084016             0.006991
12 May 2023 20:53:00.000      -47.800        5.166    511.693860             -0.014530              0.087400             0.005401
12 May 2023 20:54:00.000      -48.538       10.496    511.968073             -0.010025              0.090062             0.003717
12 May 2023 20:55:00.000      -49.000       15.960    512.139003             -0.005316              0.091801             0.001967
12 May 2023 20:56:00.000      -49.175       21.496    512.203655             -0.000495              0.092475             0.000183
12 May 2023 20:57:00.000      -49.059       27.039    512.160899              0.004338              0.092028            -0.001605
12 May 2023 20:58:00.000      -48.656       32.522    512.011482              0.009077              0.090497            -0.003364
12 May 2023 20:59:00.000      -47.973       37.884    511.758022              0.013630              0.088010            -0.005064
12 May 2023 21:00:00.000      -47.024       43.072    511.404959              0.017921              0.084755            -0.006676
12 May 2023 21:01:00.000      -45.826       48.047    510.958482              0.021895              0.080954            -0.008170
12 May 2023 21:02:00.000      -44.401       52.783    510.426420              0.025521              0.076830            -0.009521
12 May 2023 21:03:00.000      -42.768       57.267    509.818108              0.028789              0.072580            -0.010706
12 May 2023 21:04:00.000      -40.949       61.496    509.144229              0.031704              0.068364            -0.011702
12 May 2023 21:05:00.000      -38.966       65.476    508.416624              0.034283              0.064305            -0.012492
12 May 2023 21:06:00.000      -36.838       69.219    507.648093              0.036550              0.060484            -0.013062
12 May 2023 21:07:00.000      -34.582       72.740    506.852164              0.038532              0.056953            -0.013403
12 May 2023 21:08:00.000      -32.214       76.060    506.042865              0.040256              0.053738            -0.013507
12 May 2023 21:09:00.000      -29.751       79.195    505.234474              0.041750              0.050848            -0.013373
