                                                                                                             14 May 2023 19:43:56
Civil Air Patrol Use Only
Satellite-CircularSat:  LLA Position


       Time (UTCG)          Lat (deg)    Lon (deg)     Alt (km)     Lat Rate (deg/sec)    Lon Rate (deg/sec)    Alt Rate (km/sec)
------------------------    ---------    ---------    ----------    ------------------    ------------------    -----------------
12 May 2023 04:00:00.000        0.000       10.327    500.000000              0.048158              0.037425            -0.000000
12 May 2023 04:01:00.000        2.891       12.574    500.053988              0.048111              0.037530             0.001795
12 May 2023 04:02:00.000        5.777       14.833    500.214991              0.047968              0.037846             0.003558
12 May 2023 04:03:00.000        8.651       17.118    500.480146              0.047727              0.038376             0.005258
12 May 2023 04:04:00.000       11.508       19.441    500.844740              0.047384              0.039129             0.006865
12 May 2023 04:05:00.000       14.341       21.816    501.302292              0.046933              0.040111             0.008349
12 May 2023 04:06:00.000       17.143       24.257    501.844676              0.046367              0.041335             0.009685
12 May 2023 04:07:00.000       19.908       26.780    502.462264              0.045675              0.042814             0.010850
12 May 2023 04:08:00.000       22.627       29.399    503.144101              0.044845              0.044564             0.011822
12 May 2023 04:09:00.000       25.292       32.132    503.878104              0.043863              0.046600             0.012584
12 May 2023 04:10:00.000       27.893       34.996    504.651274              0.042712              0.048937             0.013124
12 May 2023 04:11:00.000       30.419       38.010    505.449935              0.041371              0.051590             0.013432
12 May 2023 04:12:00.000       32.858       41.193    506.259973              0.039818              0.054566             0.013502
12 May 2023 04:13:00.000       35.197       44.565    507.067086              0.038028              0.057867             0.013335
12 May 2023 04:14:00.000       37.421       48.144    507.857040              0.035972              0.061480             0.012932
12 May 2023 04:15:00.000       39.512       51.949    508.615918              0.033624              0.065371             0.012301
12 May 2023 04:16:00.000       41.453       55.995    509.330361              0.030957              0.069481             0.011454
12 May 2023 04:17:00.000       43.224       60.291    509.987807              0.027949              0.073720             0.010406
12 May 2023 04:18:00.000       44.803       64.843    510.576705              0.024585              0.077954             0.009175
12 May 2023 04:19:00.000       46.170       69.645    511.086716              0.020864              0.082012             0.007783
12 May 2023 04:20:00.000       47.303       74.681    511.508892              0.016802              0.085689             0.006255
12 May 2023 04:21:00.000       48.182       79.920    511.835832              0.012435              0.088759             0.004616
12 May 2023 04:22:00.000       48.791       85.319    512.061806              0.007823              0.091007             0.002897
12 May 2023 04:23:00.000       49.119       90.825    512.182855              0.003049              0.092257             0.001128
12 May 2023 04:24:00.000       49.156       96.373    512.196859             -0.001790              0.092404            -0.000662
12 May 2023 04:25:00.000       48.904      101.896    512.103573             -0.006591              0.091435            -0.002440
12 May 2023 04:26:00.000       48.367      107.329    511.904631             -0.011254              0.089432            -0.004175
12 May 2023 04:27:00.000       47.557      112.614    511.603517             -0.015691              0.086556            -0.005837
12 May 2023 04:28:00.000       46.488      117.706    511.205508             -0.019838              0.083016            -0.007397
12 May 2023 04:29:00.000       45.181      122.571    510.717582             -0.023650              0.079036            -0.008827
12 May 2023 04:30:00.000       43.655      127.189    510.148296             -0.027107              0.074830            -0.010102
12 May 2023 04:31:00.000       41.932      131.552    509.507644             -0.030207              0.070578            -0.011200
12 May 2023 04:32:00.000       40.033      135.663    508.806879             -0.032961              0.066424            -0.012101
12 May 2023 04:33:00.000       37.979      139.529    508.058321             -0.035390              0.062468            -0.012789
12 May 2023 04:34:00.000       35.788      143.165    507.275142             -0.037519              0.058780            -0.013252
12 May 2023 04:35:00.000       33.478      146.589    506.471137             -0.039376              0.055396            -0.013482
12 May 2023 04:36:00.000       31.063      149.819    505.660482             -0.040988              0.052334            -0.013473
12 May 2023 04:37:00.000       28.559      152.876    504.857485             -0.042382              0.049597            -0.013227
12 May 2023 04:38:00.000       25.976      155.777    504.076332             -0.043580              0.047179            -0.012747
12 May 2023 04:39:00.000       23.327      158.542    503.330840             -0.044605              0.045066            -0.012041
12 May 2023 04:40:00.000       20.621      161.190    502.634206             -0.045472              0.043243            -0.011122
12 May 2023 04:41:00.000       17.868      163.736    501.998772             -0.046199              0.041695            -0.010006
12 May 2023 04:42:00.000       15.074      166.197    501.435809             -0.046797              0.040406            -0.008713
12 May 2023 04:43:00.000       12.249      168.588    500.955306             -0.047277              0.039362            -0.007264
12 May 2023 04:44:00.000        9.398      170.923    500.565798             -0.047648              0.038551            -0.005687
12 May 2023 04:45:00.000        6.527      173.217    500.274206             -0.047915              0.037963            -0.004009
12 May 2023 04:46:00.000        3.644      175.481    500.085712             -0.048083              0.037592            -0.002259
12 May 2023 04:47:00.000        0.754      177.730    500.003670             -0.048155              0.037432            -0.000469
12 May 2023 04:48:00.000       -2.138      179.975    500.029539             -0.048132              0.037483             0.001329
12 May 2023 04:49:00.000       -5.026     -177.770    500.162857             -0.048014              0.037743             0.003104
12 May 2023 04:50:00.000       -7.904     -175.493    500.401255             -0.047799              0.038217             0.004823
12 May 2023 04:51:00.000      -10.766     -173.181    500.740493             -0.047483              0.038911             0.006457
12 May 2023 04:52:00.000      -13.606     -170.821    501.174543             -0.047061              0.039832             0.007976
12 May 2023 04:53:00.000      -16.417     -168.398    501.695692             -0.046526              0.040992             0.009353
12 May 2023 04:54:00.000      -19.192     -165.898    502.294690             -0.045868              0.042403             0.010564
12 May 2023 04:55:00.000      -21.924     -163.306    502.960908             -0.045075              0.044081             0.011588
12 May 2023 04:56:00.000      -24.603     -160.604    503.682538             -0.044135              0.046041             0.012407
12 May 2023 04:57:00.000      -27.222     -157.776    504.446797             -0.043029              0.048298             0.013006
12 May 2023 04:58:00.000      -29.768     -154.803    505.240163             -0.041740              0.050868             0.013374
12 May 2023 04:59:00.000      -32.232     -151.666    506.048610             -0.040245              0.053759             0.013507
12 May 2023 05:00:00.000      -34.598     -148.345    506.857864             -0.038518              0.056976             0.013401
12 May 2023 05:01:00.000      -36.853     -144.822    507.653647             -0.036535              0.060510             0.013059
12 May 2023 05:02:00.000      -38.981     -141.077    508.421936             -0.034266              0.064333             0.012487
12 May 2023 05:03:00.000      -40.963     -137.096    509.149203             -0.031684              0.068394             0.011695
12 May 2023 05:04:00.000      -42.780     -132.865    509.822658             -0.028767              0.072610             0.010698
12 May 2023 05:05:00.000      -44.411     -128.380    510.430465             -0.025496              0.076860             0.009512
12 May 2023 05:06:00.000      -45.836     -123.642    510.961952             -0.021868              0.080983             0.008160
12 May 2023 05:07:00.000      -47.031     -118.665    511.407793             -0.017892              0.084780             0.006665
12 May 2023 05:08:00.000      -47.978     -113.475    511.760169             -0.013599              0.088030             0.005052
12 May 2023 05:09:00.000      -48.659     -108.112    512.012906             -0.009044              0.090512             0.003351
12 May 2023 05:10:00.000      -49.061     -102.629    512.161574             -0.004304              0.092035             0.001592
12 May 2023 05:11:00.000      -49.175      -97.085    512.203570              0.000529              0.092474            -0.000196
12 May 2023 05:12:00.000      -48.998      -91.550    512.138158              0.005350              0.091792            -0.001980
12 May 2023 05:13:00.000      -48.534      -86.087    511.966484              0.010058              0.090046            -0.003729
12 May 2023 05:14:00.000      -47.794      -80.758    511.691555              0.014561              0.087379            -0.005413
12 May 2023 05:15:00.000      -46.791      -75.612    511.318187              0.018788              0.083990            -0.007002
12 May 2023 05:16:00.000      -45.543      -70.686    510.852927              0.022690              0.080103            -0.008468
12 May 2023 05:17:00.000      -44.072      -66.002    510.303933              0.026241              0.075937            -0.009786
12 May 2023 05:18:00.000      -42.398      -61.572    509.680840              0.029433              0.071682            -0.010932
12 May 2023 05:19:00.000      -40.544      -57.397    508.994591              0.032276              0.067490            -0.011886
12 May 2023 05:20:00.000      -38.528      -53.468    508.257248              0.034787              0.063475            -0.012631
12 May 2023 05:21:00.000      -36.371      -49.773    507.481781              0.036991              0.059712            -0.013154
12 May 2023 05:22:00.000      -34.090      -46.296    506.681848              0.038916              0.056247            -0.013445
12 May 2023 05:23:00.000      -31.702      -43.017    505.871549              0.040590              0.053100            -0.013498
12 May 2023 05:24:00.000      -29.219      -39.917    505.065180              0.042038              0.050279            -0.013314
12 May 2023 05:25:00.000      -26.656      -36.978    504.276986              0.043286              0.047779            -0.012894
12 May 2023 05:26:00.000      -24.023      -34.178    503.520901              0.044353              0.045588            -0.012246
12 May 2023 05:27:00.000      -21.331      -31.502    502.810309              0.045260              0.043691            -0.011381
12 May 2023 05:28:00.000      -18.589      -28.931    502.157796              0.046022              0.042073            -0.010315
12 May 2023 05:29:00.000      -15.806      -26.449    501.574932              0.046653              0.040718            -0.009066
12 May 2023 05:30:00.000      -12.988      -24.042    501.072059              0.047163              0.039611            -0.007655
12 May 2023 05:31:00.000      -10.143      -21.693    500.658107              0.047561              0.038740            -0.006109
12 May 2023 05:32:00.000       -7.277      -19.390    500.340430              0.047855              0.038095            -0.004454
12 May 2023 05:33:00.000       -4.396      -17.119    500.124674              0.048048              0.037668            -0.002720
12 May 2023 05:34:00.000       -1.507      -14.867    500.014677              0.048145              0.037454            -0.000938
12 May 2023 05:35:00.000        1.385      -12.622    500.012395              0.048147              0.037449             0.000862
12 May 2023 05:36:00.000        4.274      -10.371    500.117867              0.048054              0.037655             0.002645
12 May 2023 05:37:00.000        7.155       -8.101    500.329219              0.047865              0.038073             0.004382
12 May 2023 05:38:00.000       10.022       -5.800    500.642693              0.047576              0.038708             0.006041
12 May 2023 05:39:00.000       12.868       -3.454    501.052715              0.047182              0.039570             0.007592
12 May 2023 05:40:00.000       15.687       -1.049    501.552001              0.046677              0.040666             0.009009
12 May 2023 05:41:00.000       18.473        1.430    502.131686              0.046052              0.042011             0.010266
12 May 2023 05:42:00.000       21.216        3.996    502.781483              0.045295              0.043617             0.011340
12 May 2023 05:43:00.000       23.911        6.668    503.489870              0.044395              0.045502             0.012214
12 May 2023 05:44:00.000       26.546        9.462    504.244298              0.043334              0.047680             0.012871
12 May 2023 05:45:00.000       29.112       12.395    505.031415              0.042095              0.050167             0.013301
12 May 2023 05:46:00.000       31.598       15.488    505.837303              0.040656              0.052975             0.013495
12 May 2023 05:47:00.000       33.991       18.759    506.647726              0.038992              0.056107             0.013452
12 May 2023 05:48:00.000       36.277       22.227    507.448385              0.037078              0.059560             0.013171
12 May 2023 05:49:00.000       38.440       25.912    508.225165              0.034886              0.063311             0.012658
12 May 2023 05:50:00.000       40.462       29.831    508.964387              0.032388              0.067317             0.011922
12 May 2023 05:51:00.000       42.324       33.996    509.653046              0.029560              0.071502             0.010977
12 May 2023 05:52:00.000       44.005       38.415    510.279037              0.026383              0.075758             0.009838
12 May 2023 05:53:00.000       45.486       43.088    510.831366              0.022847              0.079931             0.008527
12 May 2023 05:54:00.000       46.743       48.004    511.300339              0.018960              0.083834             0.007067
12 May 2023 05:55:00.000       47.757       53.142    511.677733              0.014745              0.087249             0.005482
12 May 2023 05:56:00.000       48.508       58.464    511.956930              0.010252              0.089951             0.003802
12 May 2023 05:57:00.000       48.984       63.922    512.133040              0.005552              0.091739             0.002054
12 May 2023 05:58:00.000       49.173       69.456    512.202978              0.000733              0.092468             0.000271
12 May 2023 05:59:00.000       49.072       75.000    512.165518             -0.004101              0.092076            -0.001517
12 May 2023 06:00:00.000       48.682       80.488    512.021317             -0.008847              0.090597            -0.003278
12 May 2023 06:01:00.000       48.013       85.857    511.772900             -0.013411              0.088152            -0.004982
12 May 2023 06:02:00.000       47.076       91.055    511.424620             -0.017716              0.084930            -0.006599
12 May 2023 06:03:00.000       45.891       96.041    510.982580             -0.021707              0.081151            -0.008100
12 May 2023 06:04:00.000       44.476      100.790    510.454533             -0.025350              0.077038            -0.009458
12 May 2023 06:05:00.000       42.853      105.286    509.849743             -0.028636              0.072790            -0.010651
12 May 2023 06:06:00.000       41.043      109.527    509.178830             -0.031568              0.068569            -0.011657
12 May 2023 06:07:00.000       39.068      113.519    508.453583             -0.034163              0.064500            -0.012458
12 May 2023 06:08:00.000       36.946      117.273    507.686758             -0.036445              0.060666            -0.013040
12 May 2023 06:09:00.000       34.696      120.806    506.891855             -0.038440              0.057119            -0.013392
12 May 2023 06:10:00.000       32.334      124.134    506.082883             -0.040177              0.053889            -0.013507
12 May 2023 06:11:00.000       29.874      127.279    505.274111             -0.041681              0.050983            -0.013385
12 May 2023 06:12:00.000       27.331      130.258    504.479822             -0.042979              0.048400            -0.013026
12 May 2023 06:13:00.000       24.715      133.092    503.714055             -0.044091              0.046130            -0.012436
12 May 2023 06:14:00.000       22.038      135.799    502.990360             -0.045039              0.044158            -0.011627
12 May 2023 06:15:00.000       19.308      138.396    502.321554             -0.045837              0.042469            -0.010611
12 May 2023 06:16:00.000       16.535      140.899    501.719493             -0.046501              0.041046            -0.009408
12 May 2023 06:17:00.000       13.725      143.325    501.194857             -0.047041              0.039876            -0.008037
12 May 2023 06:18:00.000       10.886      145.688    500.756961             -0.047468              0.038945            -0.006523
12 May 2023 06:19:00.000        8.025      148.001    500.413583             -0.047788              0.038242            -0.004894
12 May 2023 06:20:00.000        5.148      150.279    500.170826             -0.048007              0.037759            -0.003178
12 May 2023 06:21:00.000        2.260      152.535    500.033007             -0.048129              0.037489            -0.001405
12 May 2023 06:22:00.000       -0.631      154.780    500.002577             -0.048156              0.037430             0.000393
12 May 2023 06:23:00.000       -3.522      157.029    500.080076             -0.048088              0.037581             0.002184
12 May 2023 06:24:00.000       -6.406      159.292    500.264127             -0.047924              0.037943             0.003936
12 May 2023 06:25:00.000       -9.277      161.584    500.551456             -0.047661              0.038522             0.005618
12 May 2023 06:26:00.000      -12.129      163.917    500.936956             -0.047295              0.039323             0.007200
12 May 2023 06:27:00.000      -14.956      166.306    501.413776             -0.046820              0.040357             0.008654
12 May 2023 06:28:00.000      -17.751      168.764    501.973449             -0.046227              0.041636             0.009955
12 May 2023 06:29:00.000      -20.506      171.306    502.606040             -0.045506              0.043173             0.011079
12 May 2023 06:30:00.000      -23.214      173.949    503.300332             -0.044644              0.044983             0.012007
12 May 2023 06:31:00.000      -25.866      176.709    504.044022             -0.043627              0.047084             0.012722
12 May 2023 06:32:00.000      -28.451      179.604    504.823944             -0.042436              0.049489             0.013211
12 May 2023 06:33:00.000      -30.959     -177.347    505.626303             -0.041051              0.052212             0.013468
12 May 2023 06:34:00.000      -33.378     -174.124    506.436924             -0.039448              0.055260             0.013486
12 May 2023 06:35:00.000      -35.693     -170.709    507.241499             -0.037602              0.058630             0.013267
12 May 2023 06:36:00.000      -37.889     -167.082    508.025840             -0.035485              0.062307             0.012813
12 May 2023 06:37:00.000      -39.949     -163.226    508.776133             -0.033070              0.066252             0.012135
12 May 2023 06:38:00.000      -41.855     -159.126    509.479173             -0.030330              0.070400             0.011242
12 May 2023 06:39:00.000      -43.586     -154.774    510.122601             -0.027245              0.074650             0.010152
12 May 2023 06:40:00.000      -45.121     -150.166    510.695113             -0.023803              0.078862             0.008884
12 May 2023 06:41:00.000      -46.438     -145.312    511.186660             -0.020006              0.082855             0.007460
12 May 2023 06:42:00.000      -47.517     -140.229    511.588620             -0.015873              0.086419             0.005905
12 May 2023 06:43:00.000      -48.339     -134.950    511.893947             -0.011446              0.089327             0.004247
12 May 2023 06:44:00.000      -48.887     -129.522    512.097289             -0.006792              0.091370             0.002514
12 May 2023 06:45:00.000      -49.152     -124.002    512.195085             -0.001995              0.092385             0.000738
12 May 2023 06:46:00.000      -49.126     -118.454    512.185621              0.002845              0.092286            -0.001052
12 May 2023 06:47:00.000      -48.811     -112.945    512.069065              0.007624              0.091081            -0.002823
12 May 2023 06:48:00.000      -48.213     -107.540    511.847456              0.012244              0.088872            -0.004545
12 May 2023 06:49:00.000      -47.345     -102.293    511.524678              0.016623              0.085832            -0.006187
12 May 2023 06:50:00.000      -46.223      -97.248    511.106386              0.020699              0.082177            -0.007721
12 May 2023 06:51:00.000      -44.865      -92.436    510.599915              0.024435              0.078130            -0.009119
12 May 2023 06:52:00.000      -43.295      -87.873    510.014150              0.027814              0.073900            -0.010358
12 May 2023 06:53:00.000      -41.532      -83.566    509.359374              0.030837              0.069659            -0.011414
12 May 2023 06:54:00.000      -39.597      -79.510    508.647091              0.033518              0.065540            -0.012270
12 May 2023 06:55:00.000      -37.512      -75.695    507.889825              0.035879              0.061639            -0.012910
12 May 2023 06:56:00.000      -35.293      -72.107    507.100905              0.037946              0.058014            -0.013322
12 May 2023 06:57:00.000      -32.959      -68.727    506.294231              0.039748              0.054699            -0.013500
12 May 2023 06:58:00.000      -30.524      -65.536    505.484027              0.041310              0.051709            -0.013440
12 May 2023 06:59:00.000      -28.001      -62.515    504.684597              0.042659              0.049043            -0.013142
12 May 2023 07:00:00.000      -25.403      -59.645    503.910069              0.043818              0.046692            -0.012612
12 May 2023 07:01:00.000      -22.741      -56.907    503.174143              0.044807              0.044644            -0.011858
12 May 2023 07:02:00.000      -20.024      -54.283    502.489850              0.045642              0.042883            -0.010895
12 May 2023 07:03:00.000      -17.261      -51.757    501.869318              0.046340              0.041392            -0.009738
12 May 2023 07:04:00.000      -14.460      -49.313    501.323552              0.046912              0.040158            -0.008409
12 May 2023 07:05:00.000      -11.628      -46.935    500.862241              0.047367              0.039165            -0.006930
12 May 2023 07:06:00.000       -8.773      -44.610    500.493577              0.047714              0.038404            -0.005328
12 May 2023 07:07:00.000       -5.899      -42.324    500.224113              0.047960              0.037864            -0.003632
12 May 2023 07:08:00.000       -3.014      -40.064    500.058638              0.048107              0.037539            -0.001870
12 May 2023 07:09:00.000       -0.122      -37.817    500.000096              0.048158              0.037425            -0.000076
12 May 2023 07:10:00.000        2.769      -35.571    500.049529              0.048115              0.037521             0.001720
12 May 2023 07:11:00.000        5.655      -33.312    500.206056              0.047976              0.037828             0.003485
12 May 2023 07:12:00.000        8.530      -31.029    500.466894              0.047739              0.038350             0.005188
12 May 2023 07:13:00.000       11.388      -28.708    500.827405              0.047401              0.039092             0.006799
12 May 2023 07:14:00.000       14.222      -26.335    501.281184              0.046954              0.040065             0.008289
12 May 2023 07:15:00.000       17.026      -23.897    501.820169              0.046393              0.041278             0.009632
12 May 2023 07:16:00.000       19.792      -21.378    502.434792              0.045707              0.042746             0.010804
12 May 2023 07:17:00.000       22.513      -18.763    503.114153              0.044883              0.044484             0.011785
12 May 2023 07:18:00.000       25.181      -16.035    503.846209              0.043908              0.046508             0.012556
12 May 2023 07:19:00.000       27.784      -13.177    504.617998              0.042764              0.048832             0.013106
12 May 2023 07:20:00.000       30.314      -10.170    505.415865              0.041432              0.051471             0.013424
12 May 2023 07:21:00.000       32.757       -6.994    506.225711              0.039888              0.054434             0.013504
12 May 2023 07:22:00.000       35.100       -3.631    507.033237              0.038108              0.057721             0.013347
12 May 2023 07:23:00.000       37.329       -0.061    507.824201              0.036065              0.061321             0.012954
12 May 2023 07:24:00.000       39.427        3.734    508.584666              0.033730              0.065201             0.012333
12 May 2023 07:25:00.000       41.374        7.769    509.301247              0.031077              0.069304             0.011494
12 May 2023 07:26:00.000       43.153       12.055    509.961343              0.028083              0.073540             0.010454
12 May 2023 07:27:00.000       44.741       16.597    510.553355              0.024735              0.077777             0.009231
12 May 2023 07:28:00.000       46.117       21.388    511.066890              0.021029              0.081847             0.007845
12 May 2023 07:29:00.000       47.260       26.414    511.492938              0.016980              0.085544             0.006322
12 May 2023 07:30:00.000       48.150       31.645    511.824030              0.012625              0.088645             0.004688
12 May 2023 07:31:00.000       48.771       37.039    512.054362              0.008022              0.090932             0.002971
12 May 2023 07:32:00.000       49.111       42.542    512.179900              0.003253              0.092226             0.001203
12 May 2023 07:33:00.000       49.161       48.089    512.198444             -0.001586              0.092420            -0.000586
12 May 2023 07:34:00.000       48.921       53.615    512.109671             -0.006391              0.091498            -0.002365
12 May 2023 07:35:00.000       48.396       59.053    511.915134             -0.011061              0.089536            -0.004103
12 May 2023 07:36:00.000       47.597       64.346    511.618242             -0.015509              0.086693            -0.005769
12 May 2023 07:37:00.000       46.539       69.446    511.224197             -0.019669              0.083176            -0.007334
12 May 2023 07:38:00.000       45.241       74.321    510.739907             -0.023496              0.079210            -0.008770
12 May 2023 07:39:00.000       43.723       78.950    510.173866             -0.026968              0.075009            -0.010052
12 May 2023 07:40:00.000       42.008       83.324    509.536009             -0.030083              0.070757            -0.011158
12 May 2023 07:41:00.000       40.117       87.445    508.837541             -0.032851              0.066596            -0.012067
12 May 2023 07:42:00.000       38.069       91.321    508.090741             -0.035293              0.062630            -0.012765
12 May 2023 07:43:00.000       35.883       94.967    507.308748             -0.037434              0.058929            -0.013237
12 May 2023 07:44:00.000       33.578       98.399    506.505338             -0.039302              0.055532            -0.013477
12 May 2023 07:45:00.000       31.167      101.637    505.694675             -0.040925              0.052457            -0.013478
12 May 2023 07:46:00.000       28.666      104.700    504.891065             -0.042327              0.049706            -0.013242
12 May 2023 07:47:00.000       26.087      107.608    504.108707             -0.043533              0.047275            -0.012772
12 May 2023 07:48:00.000       23.440      110.379    503.361437             -0.044565              0.045149            -0.012075
12 May 2023 07:49:00.000       20.737      113.031    502.662481             -0.045439              0.043315            -0.011165
12 May 2023 07:50:00.000       17.985      115.581    502.024226             -0.046171              0.041755            -0.010057
12 May 2023 07:51:00.000       15.193      118.045    501.457989             -0.046774              0.040455            -0.008771
12 May 2023 07:52:00.000       12.369      120.439    500.973819             -0.047259              0.039401            -0.007328
12 May 2023 07:53:00.000        9.519      122.776    500.580315             -0.047634              0.038580            -0.005756
12 May 2023 07:54:00.000        6.649      125.071    500.284469             -0.047905              0.037984            -0.004081
12 May 2023 07:55:00.000        3.766      127.337    500.091539             -0.048078              0.037603            -0.002334
12 May 2023 07:56:00.000        0.876      129.586    500.004957             -0.048154              0.037435            -0.000545
12 May 2023 07:57:00.000       -2.016      131.831    500.026262             -0.048135              0.037476             0.001253
12 May 2023 07:58:00.000       -4.904      134.085    500.155076             -0.048021              0.037728             0.003030
12 May 2023 07:59:00.000       -7.783      136.361    500.389108             -0.047810              0.038193             0.004752
12 May 2023 08:00:00.000      -10.645      138.671    500.724195             -0.047499              0.038877             0.006390
12 May 2023 08:01:00.000      -13.486      141.029    501.154384             -0.047081              0.039788             0.007914
12 May 2023 08:02:00.000      -16.299      143.449    501.672031             -0.046551              0.040938             0.009298
12 May 2023 08:03:00.000      -19.075      145.945    502.267946             -0.045898              0.042339             0.010517
12 May 2023 08:04:00.000      -21.809      148.533    502.931556             -0.045112              0.044005             0.011549
12 May 2023 08:05:00.000      -24.491      151.230    503.651097             -0.044178              0.045952             0.012376
12 May 2023 08:06:00.000      -27.113      154.052    504.413824             -0.043080              0.048196             0.012985
12 May 2023 08:07:00.000      -29.662      157.019    505.206242             -0.041799              0.050753             0.013364
12 May 2023 08:08:00.000      -32.129      160.149    506.014340             -0.040312              0.053631             0.013506
12 May 2023 08:09:00.000      -34.500      163.461    506.823850             -0.038596              0.056834             0.013411
12 May 2023 08:10:00.000      -36.760      166.976    507.620488             -0.036624              0.060354             0.013078
12 May 2023 08:11:00.000      -38.894      170.711    508.390216             -0.034368              0.064166             0.012516
12 May 2023 08:12:00.000      -40.882      174.682    509.119482             -0.031800              0.068218             0.011733
12 May 2023 08:13:00.000      -42.707      178.902    509.795457             -0.028897              0.072430             0.010744
12 May 2023 08:14:00.000      -44.347     -176.624    510.406262             -0.025642              0.076682             0.009566
12 May 2023 08:15:00.000      -45.780     -171.896    510.941172             -0.022028              0.080814             0.008220
12 May 2023 08:16:00.000      -46.986     -166.929    511.390800             -0.018066              0.084629             0.006730
12 May 2023 08:17:00.000      -47.944     -161.748    511.747262             -0.013786              0.087907             0.005122
12 May 2023 08:18:00.000      -48.636     -156.391    512.004310             -0.009241              0.090425             0.003425
12 May 2023 08:19:00.000      -49.050     -150.911    512.157441             -0.004507              0.091992             0.001667
12 May 2023 08:20:00.000      -49.176     -145.369    512.203971              0.000324              0.092478            -0.000120
12 May 2023 08:21:00.000      -49.011     -139.832    512.143087              0.005148              0.091843            -0.001905
12 May 2023 08:22:00.000      -48.559     -134.365    511.975854              0.009862              0.090140            -0.003656
12 May 2023 08:23:00.000      -47.830     -129.029    511.705202              0.014376              0.087508            -0.005343
12 May 2023 08:24:00.000      -46.838     -123.874    511.335873              0.018616              0.084145            -0.006937
12 May 2023 08:25:00.000      -45.601     -118.938    510.874340              0.022532              0.080274            -0.008409
12 May 2023 08:26:00.000      -44.139     -114.244    510.328699              0.026098              0.076116            -0.009734
12 May 2023 08:27:00.000      -42.473     -109.803    509.708523              0.029306              0.071861            -0.010888
12 May 2023 08:28:00.000      -40.625     -105.617    509.024705              0.032162              0.067665            -0.011850
12 May 2023 08:29:00.000      -38.616     -101.679    508.289263              0.034687              0.063640            -0.012604
12 May 2023 08:30:00.000      -36.465      -97.974    507.515135              0.036904              0.059866            -0.013136
12 May 2023 08:31:00.000      -34.189      -94.488    506.715953              0.038840              0.056387            -0.013437
12 May 2023 08:32:00.000      -31.804      -91.201    505.905802              0.040524              0.053227            -0.013501
12 May 2023 08:33:00.000      -29.326      -88.094    505.098978              0.041981              0.050392            -0.013326
12 May 2023 08:34:00.000      -26.766      -85.148    504.309731              0.043237              0.047878            -0.012916
12 May 2023 08:35:00.000      -24.136      -82.343    503.552015              0.044312              0.045674            -0.012278
12 May 2023 08:36:00.000      -21.446      -79.662    502.839239              0.045225              0.043766            -0.011422
12 May 2023 08:37:00.000      -18.706      -77.087    502.184030              0.045993              0.042136            -0.010364
12 May 2023 08:38:00.000      -15.924      -74.602    501.598005              0.046629              0.040770            -0.009122
12 May 2023 08:39:00.000      -13.107      -72.191    501.091562              0.047144              0.039653            -0.007718
12 May 2023 08:40:00.000      -10.263      -69.840    500.673693              0.047547              0.038772            -0.006177
12 May 2023 08:41:00.000       -7.398      -67.536    500.351822              0.047844              0.038118            -0.004526
12 May 2023 08:42:00.000       -4.518      -65.264    500.131670              0.048042              0.037682            -0.002794
12 May 2023 08:43:00.000       -1.629      -63.012    500.017152              0.048143              0.037459            -0.001013
12 May 2023 08:44:00.000        1.263      -60.767    500.010305              0.048149              0.037445             0.000786
12 May 2023 08:45:00.000        4.152      -58.516    500.111250              0.048060              0.037642             0.002571
12 May 2023 08:46:00.000        7.034      -56.247    500.318192              0.047875              0.038051             0.004310
12 May 2023 08:47:00.000        9.901      -53.947    500.627451              0.047590              0.038677             0.005973
12 May 2023 08:48:00.000       12.748      -51.603    501.033530              0.047201              0.039528             0.007529
12 May 2023 08:49:00.000       15.569      -49.201    501.529215              0.046700              0.040615             0.008952
12 May 2023 08:50:00.000       18.356      -46.726    502.105702              0.046081              0.041949             0.010216
12 May 2023 08:51:00.000       21.101      -44.163    502.752761              0.045330              0.043544             0.011299
12 May 2023 08:52:00.000       23.798      -41.496    503.458921              0.044436              0.045417             0.012181
12 May 2023 08:53:00.000       26.436      -38.708    504.211670              0.043383              0.047582             0.012848
12 May 2023 08:54:00.000       29.006      -35.781    504.997684              0.042151              0.050056             0.013287
12 May 2023 08:55:00.000       31.495      -32.696    505.803065              0.040721              0.052849             0.013492
12 May 2023 08:56:00.000       33.892      -29.433    506.613587              0.039067              0.055968             0.013458
12 May 2023 08:57:00.000       36.183      -25.973    507.414946              0.037164              0.059408             0.013187
12 May 2023 08:58:00.000       38.351      -22.297    508.193015              0.034984              0.063147             0.012684
12 May 2023 08:59:00.000       40.379      -18.389    508.934093              0.032500              0.067143             0.011957
12 May 2023 09:00:00.000       42.248      -14.235    509.625140              0.029687              0.071323             0.011021
12 May 2023 09:01:00.000       43.938       -9.826    510.254009              0.026524              0.075578             0.009890
12 May 2023 09:02:00.000       45.427       -5.164    510.809656              0.023004              0.079759             0.008586
12 May 2023 09:03:00.000       46.694       -0.257    511.282328              0.019131              0.083678             0.007131
12 May 2023 09:04:00.000       47.719        4.871    511.663736              0.014929              0.087117             0.005551
12 May 2023 09:05:00.000       48.482       10.187    511.947194              0.010447              0.089854             0.003874
12 May 2023 09:06:00.000       48.970       15.640    512.127734              0.005753              0.091684             0.002129
12 May 2023 09:07:00.000       49.171       21.172    512.202195              0.000938              0.092460             0.000347
